Entry ID	LNIC Code	Entity-Type	Subtype(s)	Vocabulary	Code	Vocabulary Preferred Name	Mapping_type	Mapping confidence	Version
091	LNIC-101-091	ENKTL	Nasal ENKTL, non-nasal (extranasal) ENKTL	ICD10CM	C84.9	Mature T/NK-cell lymphomas, unspecified	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
091	LNIC-101-091	ENKTL	Nasal ENKTL, non-nasal (extranasal) ENKTL	ICD10CM	C86.0	Extranodal NK/T-cell lymphoma, nasal type	narrower	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
091	LNIC-101-091	ENKTL		UMLS	C1955906	Lymphoma, Extranodal NK-T-Cell	exact	High	2026AA
091	LNIC-101-091	ENKTL		MONDO	MONDO:0019472	extranodal nasal NK/T cell lymphoma	narrower	High	6/2/2026
091	LNIC-101-091	ENKTL	Nasal ENKTL, non-nasal (extranasal) ENKTL	ICD10	C84.5	Other and unspecified T-cell lymphomas	broader	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
091	LNIC-101-091	ENKTL	Nasal ENKTL, non-nasal (extranasal) ENKTL	ICDO4	97190/3	Extranodal NK/T-cell lymphoma	exact	High	International Classification of Diseases for Oncology, Fourth Edition
092	LNIC-121-092	Severe mosquito bite allergy		UMLS	C4725772	Severe Mosquito Bite Allergy	exact	High	2026AA
092	LNIC-121-092	Severe mosquito bite allergy		ICDO4	99700/1	Lymphoproliferative disorder, NOS	broader	High	International Classification of Diseases for Oncology, Fourth Edition
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	ICDO3	9725/1	Hydroa vacciniforme-like lymphoproliferative disorder [2021 AND LATER NOT REPORTABLE. FOR PRE-2010 USE CODE 9725/3]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	ICDO3	9725/3	Hydroa vacciniforme-like lymphoproliferative disorder [REPORTABLE 2010 - 2020 ONLY. FOR 2021+ USE CODE 9725/1]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	ICD9	238.79	Other lymphatic and hematopoietic tissues	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	ICD10CM	D47.Z9	Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	ICD10	D47.7	Other specified neoplasms of uncertain or unknown behavior of lymphoid, hematopoietic, and related tissue	broader	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	UMLS	C1708397	Hydroa vacciniforme-like lymphoma	exact	High	2026AA
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	MONDO	MONDO:0018224	hydroa vacciniforme-like lymphoma	exact	High	6/2/2026
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	ICDO4	97250/1	Hydroa vacciniforme lymphoproliferative disorder, NOS	exact	High	International Classification of Diseases for Oncology, Fourth Edition
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	ICDO4	97252/1	Hydroa vacciniforme lymphoproliferative disorder, classic	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
093	LNIC-121-093	HV-LPD	Classic HV-LPD, systemic HV-LPD	ICDO4	97253/1	Hydroa vacciniforme lymphoproliferative disorder, systemic	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
094	LNIC-141-094	CAEBV		ICDO3	9970/1	Lymphoproliferative disorder, NOS (C42.1) 	broader	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
094	LNIC-141-094	CAEBV		ICD9	238.79	Other lymphatic and hematopoietic tissues	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
094	LNIC-141-094	CAEBV		ICD10CM	D47.9	Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
094	LNIC-141-094	CAEBV		UMLS	C4289792	Chronic Active EBV Infection of T-and NK-Cell Type, Systemic Form	exact	High	2026AA
094	LNIC-141-094	CAEBV		MONDO	MONDO:0009194	immunodeficiency 32B	partial	Moderate	6/2/2026
094	LNIC-141-094	CAEBV		ICD10	D47.9	Neoplasm of uncertain or unknown behavior of lymphoid, hematopoietic, and related tissue, unspecified	broader	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
094	LNIC-141-094	CAEBV		ICDO4	97251/1	Systemic chronic active EBV disease	exact	High	International Classification of Diseases for Oncology, Fourth Edition
095	LNIC-101-095	SEBVTCL		ICDO3	9724/3	Systemic EBV-positive T-cell lymphoproliferative disease of childhood [2010+]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
095	LNIC-101-095	SEBVTCL		ICD9	202.8	Other lymphoma	broader	High	International Classification of Diseases, Ninth Revision (ICD-9)
095	LNIC-101-095	SEBVTCL		ICD10CM	C84.ZA	Other mature T/NK-cell lymphomas	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
095	LNIC-101-095	SEBVTCL		ICD10CM	C84.Z_	Other mature T/NK-cell lymphomas	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
095	LNIC-101-095	SEBVTCL		UMLS	C2699747	Systemic EBV positive T-cell lymphoproliferative disease of childhood	exact	High	2026AA
095	LNIC-101-095	SEBVTCL		MONDO	MONDO:0018223	systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood	exact	High	6/2/2026
095	LNIC-101-095	SEBVTCL		ICD10	C84.5	Other and unspecified T-cell lymphomas	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
095	LNIC-101-095	SEBVTCL		ICDO4	97240/3	Systemic EBV-positive T-cell lymphoma of childhood	exact	High	International Classification of Diseases for Oncology, Fourth Edition
096	LNIC-330-096	"Reactive B-cell-rich lymphoid proliferations that can mimic
lymphoma"		UMLS	C5856323	Reactive B-Cell Rich Lymphoid Proliferations that Can Mimic Lymphoma	exact	High	
097	LNIC-110-048	IgG4-RD		UMLS	C4087124	Immunoglobulin G4-Related Disease	exact	High	2026AA
097	LNIC-110-048	IgG4-RD		UMLS	C4087124	Immunoglobulin G4-Related Disease	exact	High	2026AA
097	LNIC-110-048	IgG4-RD		ICDO4	97600/1	IgG4-related disease	exact	High	International Classification of Diseases for Oncology, Fourth Edition
097	LNIC-110-048	IgG4-RD		ICDO4	97600/1	IgG4-related disease	exact	High	International Classification of Diseases for Oncology, Fourth Edition
098	LNIC-110-048	UCD	Hyaline-vascular, mixed/plasmacytic	ICDO4	99700/1	Lymphoproliferative disorder, NOS	broader	High	International Classification of Diseases for Oncology, Fourth Edition
098	LNIC-110-048	UCD	Hyaline-vascular, mixed/plasmacytic	UMLS	C3898582	Localized Castleman disease	exact	High	2026AA
098	LNIC-110-048	UCD	Hyaline-vascular, mixed/plasmacytic	MONDO	MONDO:0019753	localized Castleman disease	exact	High	6/2/2026
099	LNIC-110-048	iMCD	TAFRO, NOS	ICDO4	99700/1	Lymphoproliferative disorder, NOS	broader	High	International Classification of Diseases for Oncology, Fourth Edition
099	LNIC-110-048	iMCD	TAFRO, NOS	UMLS	C1334815	Multi-centric Castleman's Disease	broader	Moderate	2026AA
100	LNIC-110-048	KSHV8/HHV-MCD		ICDO4	99700/1	Lymphoproliferative disorder, NOS	broader	High	International Classification of Diseases for Oncology, Fourth Edition
100	LNIC-110-048	KSHV8/HHV-MCD		ICDO4	99700/1	HHV-8-Associated Multicentric Castleman Disease	exact	High	International Classification of Diseases for Oncology, Fourth Edition
100	LNIC-110-048	KSHV8/HHV-MCD		MONDO	MONDO:0019754	multicentric Castleman disease	broader	High	6/2/2026
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICDO3	9811/3	B lymphoblastic leukemia/lymphoma, NOS [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	UMLS	C0349636	Pre B-cell acute lymphoblastic leukemia	narrower	High	2026AA
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	UMLS	C0862030	B lymphoblastic leukemia lymphoma	exact	Moderate	2026AA
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	MONDO	MONDO:0020511	precursor B-cell acute lymphoblastic leukemia	exact	High	6/2/2026
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	MONDO	MONDO:0003538	precursor lymphoblastic lymphoma/leukemia	broader	High	6/2/2026
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICDO3	9728/3	Precursor B-cell lymphoblastic lymphoma [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICDO3	9836/3	Precursor B-cell lymphoblastic leukemia (C42.1) [PRE-2010 ONLY. FOR 2010+ USE CODE 9811/3]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD9	204.0	Acute lymphoid leukemia (Leukemia presentation) | Acute lymphoid leukemia	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD10CM	C83.5_	Lymphoblastic (diffuse) lymphoma [LBL]	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD10CM	C83.5	Lymphoblastic (diffuse) lymphoma	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD10CM	C83.5A	Lymphoblastic (diffuse) lymphoma [LBL] in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD10CM	C91.0	Acute lymphoblastic leukemia [ALL]	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD10CM	C91.00	Acute lymphoblastic leukemia [ALL] not having achieved remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD10CM	C91.01Acute	lymphoblastic leukemia [ALL], in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD10CM	C91.02	Acute lymphoblastic leukemia [ALL], in relapse	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD10	C83.5	Non-Hodgkin lymphoma lymphoblastic (diffuse) (Lymphoma presentation) | Non-Hodgkin lymphoma lymphoblastic (diffuse)	partial	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICD10	C91.0	Acute lymphoblastic leukemia (Leukemia presentation) | Acute lymphoblastic leukemia	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
101	LNIC-110-048	B-ALL/B-LBL,NOS	B-ALL or LBL,NOS	ICDO4	98110/3	B-lymphoblastic leukaemia/lymphoma, NOS	exact	High	International Classification of Diseases for Oncology, Fourth Edition
102	LNIC-110-048	B-ALL/B-LBL-RGA		ICD9	204.0	Acute lymphoid leukemia (Leukemia presentation)	partial	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
102	LNIC-110-048	B-ALL/B-LBL-RGA		ICD10CM	C83.5_	Lymphoblastic (diffuse) lymphoma [LBL]	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
102	LNIC-110-048	B-ALL/B-LBL-RGA		ICD10CM	C83.5A	Lymphoblastic (diffuse) lymphoma [LBL] in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
102	LNIC-110-048	B-ALL/B-LBL-RGA		ICD10CM	C91.00	Acute lymphoblastic leukemia [ALL] not having achieved remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
102	LNIC-110-048	B-ALL/B-LBL-RGA		ICD10CM	C91.01	Acute lymphoblastic leukemia [ALL], in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
102	LNIC-110-048	B-ALL/B-LBL-RGA		ICD10CM	C91.02	Acute lymphoblastic leukemia [ALL], in relapse	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
102	LNIC-110-048	B-ALL/B-LBL-RGA		ICD10	C83.5	Non-Hodgkin lymphoma lymphoblastic (diffuse) (Lymphoma presentation)	broader	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
102	LNIC-110-048	B-ALL/B-LBL-RGA		ICD10	C91.0	Acute lymphoblastic leukemia (Leukemia presentation)	broader	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
102	LNIC-110-048	B-ALL/B-LBL-RGA		UMLS	C2698313	B Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities	exact	Moderate	2026AA
102	LNIC-110-048	B-ALL/B-LBL-RGA		MONDO	MONDO:0035605	B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality	exact	Moderate	6/2/2026
102	LNIC-110-048	B-ALL/B-LBL-RGA		ICDO4	98150/3	B-lymphoblastic leukaemia/lymphoma with high hyperdiploidy	exact	Moderate	International Classification of Diseases for Oncology, Fourth Edition
103	LNIC-110-049	B-ALL/LBL with hypodiploidy		ICDO3	9816/3	B lymphoblastic leukemia/lymphoma with hypodiploidy (hypodiploid ALL) [2010+]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
103	LNIC-110-049	B-ALL/LBL with hypodiploidy		ICD9	204.0	Acute lymphoid leukemia (Leukemia presentation)	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
103	LNIC-110-049	B-ALL/LBL with hypodiploidy		ICD10CM	C83.5_	Lymphoblastic (diffuse) lymphoma [LBL]	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
103	LNIC-110-049	B-ALL/LBL with hypodiploidy		ICD10CM	C83.5A	Lymphoblastic (diffuse) lymphoma [LBL] in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
103	LNIC-110-049	B-ALL/LBL with hypodiploidy		ICD10CM	C91.00	Acute lymphoblastic leukemia [ALL] not having achieved remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
103	LNIC-110-049	B-ALL/LBL with hypodiploidy		ICD10CM	C91.01	Acute lymphoblastic leukemia [ALL], in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
103	LNIC-110-049	B-ALL/LBL with hypodiploidy		ICD10CM	C91.02	Acute lymphoblastic leukemia [ALL], in relapse	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
103	LNIC-020-050	B-ALL/LBL with hypodiploidy		ICD10	C83.5	Non-Hodgkin lymphoma lymphoblastic (diffuse) (Lymphoma presentation)	broader	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
103	LNIC-020-050	B-ALL/LBL with hypodiploidy		ICD10	C91.0	Acute lymphoblastic leukemia (Leukemia presentation)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
103	LNIC-020-050	B-ALL/LBL with hypodiploidy		ICDO4	98160/3	B-lymphoblastic leukaemia/lymphoma with hypodiploidy (Hypodiploid ALL)	exact	High	International Classification of Diseases for Oncology, Fourth Edition
103	LNIC-020-050	B-ALL/LBL with hypodiploidy		ICDO4	98161/3	Near-haploid B-lymphoblastic leukaemia/lymphoma with hypodiploidy	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
103	LNIC-020-051	B-ALL/LBL with hypodiploidy		MONDO	MONDO:0035944	B-lymphoblastic leukemia/lymphoma with hypodiploidy	exact	High	6/2/2026
103	LNIC-020-051	B-ALL/LBL with hypodiploidy		UMLS	C2698312	B lymphoblastic leukemia lymphoma with hypodiploidy	exact	High	2026AA
103	LNIC-020-051	B-ALL/LBL with hypodiploidy		ICDO4	98162/3	Low-hypodiploid B-lymphoblastic leukaemia/lymphoma with hypodiploidy	narrower	High	International Classification of Diseases for Oncology, Fourth Edition
104	LNIC-020-051	B-ALL/LBL with iAMP21		ICDO3	9811/3	B lymphoblastic leukemia/lymphoma, NOS [2010+. FOR PRE 2010 USE CODE 9728/3, 9835/3, OR 9836/3]	broader	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
104	LNIC-020-051	B-ALL/LBL with iAMP21		ICD9	204.0	Acute lymphoid leukemia (Leukemia presentation)	partial	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
104	LNIC-020-051	B-ALL/LBL with iAMP21		ICD10CM	C83.5_	Lymphoblastic (diffuse) lymphoma [LBL]	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
104	LNIC-020-051	B-ALL/LBL with iAMP21		ICD10CM	C83.5A	Lymphoblastic (diffuse) lymphoma [LBL] in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
104	LNIC-020-052	B-ALL/LBL with iAMP21		ICD10CM	C91.00	Acute lymphoblastic leukemia [ALL] not having achieved remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
104	LNIC-020-052	B-ALL/LBL with iAMP21		ICD10CM	C91.01Acute	lymphoblastic leukemia [ALL], in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
104	LNIC-020-052	B-ALL/LBL with iAMP21		ICD10CM	C91.02	Acute lymphoblastic leukemia [ALL], in relapse	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
104	LNIC-020-052	B-ALL/LBL with iAMP21		ICD10	C83.5	Non-Hodgkin lymphoma lymphoblastic (diffuse) (Lymphoma presentation)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
104	LNIC-020-052	B-ALL/LBL with iAMP21		ICD10	C91.0	Acute lymphoblastic leukemia (Leukemia presentation)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
104	LNIC-020-052	B-ALL/LBL with iAMP21		UMLS	C4329384	B lymphoblastic leukemia lymphoma with iAMP21	exact	High	2026AA
104	LNIC-020-052	B-ALL/LBL with iAMP21		MONDO	MONDO:0850162	B-lymphoblastic leukemia/lymphoma with IAMP21	exact	High	6/2/2026
104	LNIC-020-052	B-ALL/LBL with iAMP21		ICDO4	98111/3	B-lymphoblastic leukaemia/lymphoma with iAMP21	exact	High	International Classification of Diseases for Oncology, Fourth Edition
105	LNIC-020-052	B-ALL/LBL with BCR::ABL1 fusion		ICDO3	9812/3	B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1 [2010+. FOR PRE 2010 USE CODE 9835/3]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
105	LNIC-020-052	B-ALL/LBL with BCR::ABL1 fusion		ICD9	200.1	Lymphosarcoma (Lymphoma presentation)	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
105	LNIC-020-052	B-ALL/LBL with BCR::ABL1 fusion		ICD9	204.0	Acute lymphoid leukemia (Leukemia presentation)	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
105	LNIC-020-052	B-ALL/LBL with BCR::ABL1 fusion		ICD10CM	C83.5_	Lymphoblastic (diffuse) lymphoma [LBL	broader	High	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
105	LNIC-020-052	B-ALL/LBL with BCR::ABL1 fusion		ICD10CM	C83.5A	Lymphoblastic (diffuse) lymphoma [LBL] in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
105	LNIC-020-053	B-ALL/LBL with BCR::ABL1 fusion		ICD10CM	C91.00	Acute lymphoblastic leukemia [ALL] not having achieved remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
105	LNIC-020-053	B-ALL/LBL with BCR::ABL1 fusion		ICD10CM	C91.01	Acute lymphoblastic leukemia [ALL], in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
105	LNIC-020-054	B-ALL/LBL with BCR::ABL1 fusion		ICD10CM	C91.02	Acute lymphoblastic leukemia [ALL], in relapse	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
105	LNIC-020-054	B-ALL/LBL with BCR::ABL1 fusion		ICD10	C83.5	Non-Hodgkin lymphoma lymphoblastic (diffuse) (Lymphoma presentation)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
105	LNIC-020-054	B-ALL/LBL with BCR::ABL1 fusion		ICD10	C91.0	Acute lymphoblastic leukemia (Leukemia presentation)	broader	High	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
105	LNIC-020-054	B-ALL/LBL with BCR::ABL1 fusion		UMLS	C2698317	B lymphoblastic leukemia lymphoma with t(9;22)(q34;q11.2); BCR-ABL1	exact	High	2026AA
105	LNIC-020-054	B-ALL/LBL with BCR::ABL1 fusion		MONDO	MONDO:0035940	B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	exact	High	6/2/2026
105	LNIC-020-054	B-ALL/LBL with BCR::ABL1 fusion		ICDO4	98120/3	B-lymphoblastic leukaemia/lymphoma with BCR::ABL1 fusion	exact	High	International Classification of Diseases for Oncology, Fourth Edition
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICDO3	9819/3	B lymphoblastic leukemia/lymphoma, BCR-ABL1–like [2021+]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICD9	204.0	Acute lymphoid leukemia (Leukemia presentation)	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICD10CM	C83.5_	Lymphoblastic (diffuse) lymphoma [LBL]	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICD10CM	C83.5A	Lymphoblastic (diffuse) lymphoma [LBL] in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICD10CM	C91.00	Acute lymphoblastic leukemia [ALL] not having achieved remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICD10CM	C91.01	Acute lymphoblastic leukemia [ALL], in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICD10CM	C91.02	Acute lymphoblastic leukemia [ALL], in relapse	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICD10	C83.5	Non-Hodgkin lymphoma lymphoblastic (diffuse) (Lymphoma presentation)	partial	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICD10	C91.0	Acute lymphoblastic leukemia (Leukemia presentation)	broader	Moderate	International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		UMLS	C4329382	B-lymphoblastic leukemia lymphoma BCR-ABL1-like	exact	High	2026AA
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		MONDO	MONDO:0850161	B-lymphoblastic leukemia/lymphoma, BCR-ABL1–like	exact	High	6/2/2026
106	LNIC-020-055	B-ALL/LBL with BCR::ABL1-like features		ICDO4	98190/3	B-lymphoblastic leukaemia/lymphoma with BCR::ABL1-like features	exact	High	International Classification of Diseases for Oncology, Fourth Edition
107	LNIC-020-056	B-ALL/LBL with KMT2A rearrangement		ICDO3	9813/3	B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged [2010+]	exact	High	International Classification of Diseases for Oncology, Third Edition, Second Revision (ICD-O-3.2), 2025
107	LNIC-020-056	B-ALL/LBL with KMT2A rearrangement		ICD9	204.0	Acute lymphoid leukemia (Leukemia presentation)	broader	Moderate	International Classification of Diseases, Ninth Revision (ICD-9)
107	LNIC-020-056	B-ALL/LBL with KMT2A rearrangement		ICD10CM	C83.5_	Lymphoblastic (diffuse) lymphoma [LBL]	broader	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
107	LNIC-020-056	B-ALL/LBL with KMT2A rearrangement		ICD10CM	C83.5A	Lymphoblastic (diffuse) lymphoma [LBL] in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
107	LNIC-020-056	B-ALL/LBL with KMT2A rearrangement		ICD10CM	C91.00	Acute lymphoblastic leukemia [ALL] not having achieved remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
107	LNIC-020-056	B-ALL/LBL with KMT2A rearrangement		ICD10CM	C91.01	Acute lymphoblastic leukemia [ALL], in remission	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
107	LNIC-020-056	B-ALL/LBL with KMT2A rearrangement		ICD10CM	C91.02	Acute lymphoblastic leukemia [ALL], in relapse	partial	Moderate	International Classification of Diseases, Tenth Revision, Clinical Modification (ICD-10-CM), 2025
